,alpha_1,alpha_2,beta_1,beta_2,w,lambda,perseveration
75,0.7596241530587561,0.09324649904223281,2.090685114714022,5.816163840412311,0.4968139682826015,0.801131819385017,0.4524926112156178
76,0.4526226303666796,0.9108452698440963,3.1501529998817372,4.8250777023998355,0.1826100035643896,0.8961866687134508,-0.09216245904440779
77,0.23675965656528142,0.25949473384323773,7.100092065256954,7.107933013715738,0.09053460425422766,0.0664261389489077,-0.04187749443655031
78,0.3951160933419423,0.4847565875109592,3.321247096075623,8.653269553540158,0.37102549161999665,0.8435943551757604,-0.30874127764536363
79,0.5108208510390185,0.3626439416608709,9.041986383856749,3.6157522099152626,0.03257252211137551,0.8042293780264472,-0.1307949913790153
80,0.4883779280694721,0.5429716584441027,8.12677867469368,3.0434669792470825,0.4693442888190277,0.9300398995849106,0.16028570253493268
81,0.7291881753761035,0.6627831406934791,5.474326018411358,1.1728183474067342,0.8239888221197754,0.6860277608064393,0.4313746402158982
82,0.29637960741976865,0.9437131516977575,9.66759318481286,9.430524451063953,0.9921049124189347,0.4319470044152687,0.3748351715326823
83,0.24063011071544826,0.33852444775263113,8.054942949303511,0.30274779068219243,0.730811630000948,0.19899989326781287,0.27956779173104185
84,0.3583683157237507,0.7442794071748401,7.952511942898776,4.779242282287869,0.5251653363067675,0.561388506007701,0.03040211858361841
85,0.23727677996419294,0.05636767442181312,9.871864164704432,8.360985090428892,0.14147537132974863,0.04145426334250846,-0.37970371711467166
86,0.2498972501015836,0.8495435862225802,2.5416508295634586,4.835942647952441,0.8513377221141579,0.4700524783591792,0.43142198711436275
87,0.07410560620295592,0.7463603919320716,8.672640562836447,3.663133620360129,0.6875954898972657,0.6906925153145463,-0.2726644444005396
88,0.6747400880850986,0.22367846895033272,9.10648983297101,5.991491651754597,0.6657080951481017,0.28706872755733137,-0.11071873876439464
89,0.797363474364788,0.5294980131383369,9.471911911230727,5.496534343698523,0.6399551094601045,0.7026028183966386,-0.3721573600530125
90,0.5434701771896552,0.5135708090942682,7.834252069471353,6.133509472024385,0.1697204713951188,0.6221783819395486,-0.01835769320620817
91,0.8928389891187705,0.17792731052831778,9.435296419801885,0.25050504395143725,0.6447564817594926,0.8459622521005088,-0.09206857153181858
92,0.4268337560447386,0.0630385973401697,3.684534328713466,2.6742049946355295,0.8944560345660435,0.3051786313307244,0.46718568799828486
93,0.42860464617404026,0.42564106296070114,0.22437660416933664,2.233110411999239,0.7662653001247748,0.5389023741466493,-0.24068121153271282
94,0.4143391947770766,0.803200004436402,4.506212280804053,6.207467980271296,0.3193284379569732,0.28212520175871203,0.3926428670857163
95,0.3393498324493823,0.08967026745976103,0.6108364246531787,9.426765942463115,0.5313353732391307,0.929369838984737,-0.2620811948141364
96,0.53040599989419,0.28789047139966994,4.5030801250960595,3.6710714393748205,0.5124435872690796,0.35724812366796244,-0.3595429424428783
97,0.4740448638494813,0.8632061512230209,1.5695117031793784,8.144887793518405,0.6135993089893458,0.1749462358429993,0.023972825304502954
98,0.33762984932515694,0.6394117441729076,0.3889241058016394,9.398140566647934,0.008546569308895524,0.61256890655418,0.49700727394848854
99,0.8115944893955538,0.053780504830885034,0.12303744466587636,5.82967399791362,0.9280313295721067,0.40448356411721864,0.360851725922555
