,alpha_1,alpha_2,beta_1,beta_2
29,0.9947611465064083,0.00875646527812235,2.9116146478923737,3.5038788676980106
30,0.5558776691659342,0.6900490633705488,0.33261016799577603,0.32221571357197476
31,0.9880750294357346,0.6316867188855824,3.901272494793732,3.5969191886796237
32,0.7251980000103408,0.08242108155801597,0.16244677638816923,3.4447944500859653
33,0.7412196562820487,0.19341198011666383,3.55953175171617,0.7406611008219083
34,0.2468960488560854,0.010743931030744114,3.6596378562754937,2.22128257191917
35,0.5242385380117646,0.2960193051630029,3.784472984517868,3.9195884370939114
36,0.3110255244818414,0.7459312588674734,1.7424928604310665,1.3844671225595029
37,0.5365566817452135,0.9145921851501583,2.596345313153979,3.827038966513339
38,0.79856122590254,0.15010964398780724,0.7493056497714023,0.4121229324402941
39,0.3377732733263784,0.747244894054692,3.572307093182306,0.6566563407572146
40,0.3600336552394182,0.9366438622192975,1.6450746753361056,1.2391700273389712
41,0.7495758518729099,0.11758899204588269,1.9124809430815268,1.666731580119061
42,0.6985738738811612,0.45096168679506443,1.7585104360335932,2.3852365251200047
43,0.6750184552993735,0.14443448937235703,2.0150111329385787,3.9673941832195205
44,0.7122042496498657,0.49104424753405485,2.370829209640242,3.4558594393847994
45,0.2714437469344132,0.7389367530275489,2.9719465079093417,3.7596928012112794
46,0.5277569430017468,0.6848970997062704,3.0093860408270032,3.2551140586187963
47,0.0807108731569629,0.656939792010473,0.5923849095517972,0.5017822182055858
48,0.38108232053437674,0.03289338191261537,1.4101998334360863,3.1804553048669666
49,0.6594992251225695,0.5127885553592642,1.8574790887144599,3.2866152600916383
50,0.4825771524659761,0.9683184499197963,0.8131901013448394,2.15221131972114
51,0.1320813855767069,0.8430826962021126,2.0017892122657046,1.4724849450619373
52,0.8134272312858191,0.33415423334615457,0.31762001912481436,2.037373066421388
53,0.48052598638766575,0.5926819419421092,3.7398992756659957,1.099465129929115
54,0.7780624294525408,0.7773145725217333,2.91452428736666,2.9204320206588603
55,0.9652940174279415,0.002009396365461935,0.21879356177310133,3.072442717314002
56,0.662059191173899,0.9723485370159393,0.7581124524447161,0.6047731703878308
57,0.9361760477122172,0.06511228969225169,0.5249739284259655,3.37610278701684
58,0.33628036981404485,0.4253391081353518,3.531892200923398,0.3481356531675235
59,0.8786379342815779,0.4731128456893037,1.6447406943982366,3.5269089012608292
60,0.2149399084481891,0.2836113783569034,1.0160711998463912,0.4199378875065565
61,0.7345925639548363,0.6172893061690664,0.20345205666498575,1.43114062167649
62,0.3821956059734709,0.1609314135010672,2.7240833941900306,0.774919971140861
63,0.2325756554609073,0.36863115241334177,2.082419011691767,3.859359039411571
64,0.26608730877560216,0.7273167299630635,1.4311360862100384,2.856159451172135
65,0.06782921483966386,0.3066890394251104,3.861778868088771,3.832316168728117
66,0.7534134796122658,0.4067465751240119,2.08705094302287,1.3313232865805698
67,0.1278549399355846,0.9567603201765802,2.4169303732102305,3.9362479324138384
68,0.40844439053631654,0.5119804587189327,0.533330792391934,3.584408069064913
69,0.4558346680254083,0.9840946784647313,2.607958434951151,1.8901635899669271
70,0.7529704104927073,0.49697123535789756,0.8446835347347524,1.1924162776042584
71,0.9715116557233892,0.332312964474924,0.1834550312809335,3.395007535904094
72,0.6551389285740175,0.7187783633467902,2.295735456628564,3.1078033446939934
73,0.9784548185145931,0.5326024077053592,3.5131440727770595,2.885137597633854
74,0.37055455380813707,0.7023117171333996,2.2841432091396916,1.9774146731348092
75,0.8611379274633166,0.2766684115353988,1.7427109390974567,2.72658859423753
76,0.3313397865803128,0.5064764000111429,0.35591705524894957,2.9469075611159847
77,0.11335032081528917,0.5496283784132681,2.351163113193629,3.837271179537706
78,0.20480744774707582,0.8284584722745361,3.13473448824017,1.260407646398017
79,0.09388405355708662,0.15405119403788536,1.6220957512661136,0.9542488053605145
80,0.3904037935723219,0.8038535269127075,2.8798513335182494,3.6385792144056737
81,0.9535671142011855,0.003342500047728958,1.4775889719876099,3.7273664026888453
82,0.0717426259042998,0.8940382779086077,3.867927065303584,0.12193118826388001
83,0.13071197104755372,0.16388544374774627,2.432103588881339,3.6267437788682577
84,0.7065005638355196,0.3363489189634026,2.3374777230710437,2.091656476930078
85,0.7622281812425192,0.47786969065532503,0.49934763871921417,1.6000167710351247
86,0.9130529326617144,0.9515941696433717,3.7097514412318295,1.2344082384568973
87,0.9045259867161565,0.08379301154148211,0.13049257266697506,2.0569918764642323
88,0.010405093972659318,0.09794125470712756,2.569186936542465,3.8757082978033632
89,0.9252863653385331,0.5726826866559569,1.4433510637239166,3.9286472962412358
90,0.2585874163292706,0.5930738215306444,3.7638106446887116,1.1782674127954822
91,0.19802002994101575,0.6676506634799237,1.147703639679067,2.664341338619022
92,0.7634543555289043,0.8821186474929711,1.6270278385014185,3.772709016575316
93,0.620350084185921,0.86833499898271,3.1211016715744995,0.5508925755780271
94,0.49925739293932825,0.1714014538848735,2.949518640133342,1.483138975899115
95,0.3537330581119644,0.5292767695342288,3.057879105948014,1.6561824018358906
96,0.6860566047987319,0.5874947862970107,0.9581111279929525,3.1855390358323965
97,0.36288552962373144,0.9433847859024203,1.1313279248506694,1.597523786186626
98,0.37036379739079206,0.7636345841290656,0.47100350798205437,2.115232379037295
99,0.5762659494071104,0.9352530513013726,1.223774695717072,0.23708097756143912
